partition_id	label	n_elements	n_subsets	vi_entropy	constrained_probability	unconstrained_probability	support
32	33	59	10	2.95716238946137	0.004256518434291449	9.616105031594623e-06	9.616105031594623e-06
33	34	59	11	3.0910629747137452	0.004245098487383592	9.590305681582067e-06	9.590305681582067e-06
34	35	59	11	3.118782839517131	0.003974609210137184	8.979230376711561e-06	8.979230376711561e-06
35	36	59	10	2.9886588394600775	0.00397001380903528	8.968848685585262e-06	8.968848685585262e-06
36	37	59	10	3.016378704263462	0.0037101525807427655	8.381783716062587e-06	8.381783716062587e-06
37	38	59	13	3.3328397134538124	0.003690239095180368	8.33679620533775e-06	8.33679620533775e-06
38	39	59	12	3.2304355782001437	0.003444877735640261	7.78248858504777e-06	7.78248858504777e-06
39	40	59	9	2.879364245973524	0.0033169489180144562	7.4934784548561855e-06	7.4934784548561855e-06
40	41	59	12	3.253941034944429	0.0031885502057737705	7.203406763193593e-06	7.203406763193593e-06
41	42	59	12	3.253941034944429	0.0031885502057737705	7.203406763193593e-06	7.203406763193593e-06
42	43	59	13	3.387841620196804	0.00317977119784574	7.183573685148156e-06	7.183573685148156e-06
43	44	59	13	3.4155614850001896	0.002976919906258462	6.725302599092682e-06	6.725302599092682e-06
44	45	59	12	3.2854374849431363	0.002973916280260091	6.718516963479482e-06	6.718516963479482e-06
45	46	59	12	3.2124430516273677	0.0029092050684895025	6.572324759988809e-06	6.572324759988809e-06
46	47	59	13	3.2193307119081584	0.0028555494322341783	6.4511087376143816e-06	6.4511087376143816e-06
47	48	59	12	3.313157349746521	0.0027790260880871487	6.27823117910119e-06	6.27823117910119e-06
48	49	59	11	3.0688588380339628	0.0027664890784336125	6.2499082190408544e-06	6.2499082190408544e-06
49	50	59	11	3.110038916373699	0.0027156555951277413	6.135067857807357e-06	6.135067857807357e-06
50	51	59	13	3.3200450100273127	0.0026494535571463733	5.985507657290941e-06	5.985507657290941e-06
51	52	59	12	3.2377610613447136	0.002628331817117452	5.937790520926195e-06	5.937790520926195e-06
52	53	59	12	3.2302078909540697	0.002614549673672571	5.9066546193736994e-06	5.9066546193736994e-06
53	54	59	12	3.2302078909540697	0.002614549673672571	5.9066546193736994e-06	5.9066546193736994e-06
54	55	59	10	2.966454702780295	0.0025823796442247626	5.833977762262633e-06	5.833977762262633e-06
55	56	59	11	3.176142891456583	0.002485713711826497	5.615595116147421e-06	5.615595116147421e-06
56	57	59	12	3.217640874773644	0.0024732947331731255	5.587538805582932e-06	5.587538805582932e-06
57	58	59	13	3.274332618651151	0.002460109144831324	5.557750610287769e-06	5.557750610287769e-06
58	59	59	11	3.127803755700402	0.0024406036298207255	5.513684765411784e-06	5.513684765411784e-06
59	60	59	11	3.127803755700402	0.0024406036298207255	5.513684765411784e-06	5.513684765411784e-06
60	61	59	13	3.3020524834545357	0.002303768006374967	5.2045528428251074e-06	5.2045528428251074e-06
61	62	59	12	3.204843373395051	0.002277207283237734	5.14454823874655e-06	5.14454823874655e-06
62	63	59	10	3.024249779631431	0.0022721196834183137	5.1330545978807825e-06	5.1330545978807825e-06
63	64	59	10	3.024249779631431	0.0022721196834183137	5.1330545978807825e-06	5.1330545978807825e-06
64	65	59	11	3.1581503648838063	0.0022660506072385432	5.119343656676051e-06	5.119343656676051e-06
65	66	59	11	3.1024392381413834	0.002125704635596921	4.802281338046226e-06	4.802281338046226e-06
66	67	59	11	3.185870229687192	0.002121662674475544	4.793149949735146e-06	4.793149949735146e-06
67	68	59	10	3.0557462296301385	0.0021191858343411344	4.787554401343515e-06	4.787554401343515e-06
68	69	59	12	3.237761061344714	0.0020519558195579305	4.635671849109587e-06	4.635671849109587e-06
69	70	59	11	3.1045696960917697	0.0019819105010589816	4.477429109167239e-06	4.477429109167239e-06
70	71	59	11	3.1045696960917697	0.0019819105010589816	4.477429109167239e-06	4.477429109167239e-06
71	72	59	10	3.0834660944335233	0.0019804731987804664	4.474182030625066e-06	4.474182030625066e-06
72	73	59	12	3.238470281344144	0.0019765001615692276	4.465206351626493e-06	4.465206351626493e-06
73	74	59	12	3.2661901461475296	0.001850411386020048	4.180353148779293e-06	4.180353148779293e-06
74	75	59	11	3.136066146090476	0.0018485031297235414	4.176042115417713e-06	4.176042115417713e-06
75	76	59	11	3.0630717127747076	0.0018083034434604518	4.085225075315461e-06	4.085225075315461e-06
76	77	59	11	3.1117287535082134	0.0017871311749513663	4.037393787636713e-06	4.037393787636713e-06
77	78	59	10	3.0242497796314316	0.0017738185451154013	4.007318586806369e-06	4.007318586806369e-06
78	79	59	10	3.0242497796314316	0.0017738185451154013	4.007318586806369e-06	4.007318586806369e-06
79	80	59	9	2.946451636143585	0.001770460703440326	3.999732725561916e-06	3.999732725561916e-06
80	81	59	11	3.1581503648838067	0.001769111142472903	3.996683867625643e-06	3.996683867625643e-06
81	82	59	11	3.163786010893862	0.0017273663136538459	3.9023761218360226e-06	3.9023761218360226e-06
82	83	59	10	2.96066757752104	0.0016879611198818885	3.8133539578419045e-06	3.8133539578419045e-06
83	84	59	10	3.0093246182545457	0.0016681978626739914	3.7687058352009904e-06	3.7687058352009904e-06
84	85	59	11	3.1858702296871915	0.0016563875124257	3.742024506269686e-06	3.742024506269686e-06
85	86	59	10	3.055746229630138	0.0016544266817636356	3.7375946996362466e-06	3.7375946996362466e-06
86	87	59	12	3.1706736711746526	0.0016468592062856087	3.7204986526804817e-06	3.7204986526804817e-06
87	88	59	11	3.0808365521014096	0.0016251515677632514	3.6714578849165744e-06	3.6714578849165744e-06
88	89	59	11	3.0808365521014096	0.0016251515677632514	3.6714578849165744e-06	3.6714578849165744e-06
89	90	59	10	3.0834660944335237	0.0015461360544714931	3.492950147509021e-06	3.492950147509021e-06
90	91	59	10	3.0267715526039227	0.0015448420750943303	3.4900268566102267e-06	3.4900268566102267e-06
91	92	59	11	3.068269535920985	0.0015373287033899885	3.473053038085607e-06	3.473053038085607e-06
92	93	59	12	3.2487432117981516	0.0015293444123933681	3.4550153431921048e-06	3.4550153431921048e-06
93	94	59	12	3.124961279798491	0.0015291608255008748	3.4546005932343887e-06	3.4546005932343887e-06
94	95	59	10	2.978432416847742	0.0015169979741065842	3.427122912050413e-06	3.427122912050413e-06
95	96	59	10	2.978432416847742	0.0015169979741065842	3.427122912050413e-06	3.427122912050413e-06
96	97	59	12	3.1854324068234128	0.0014851694961832565	3.3552176703766603e-06	3.3552176703766603e-06
97	98	59	12	3.1854324068234128	0.0014851694961832565	3.3552176703766603e-06	3.3552176703766603e-06
98	99	59	11	3.1176357966539214	0.0014767614132327913	3.3362225667458e-06	3.3362225667458e-06
99	100	59	12	3.1526811446018765	0.0014319822713122219	3.235059858635843e-06	3.235059858635843e-06
